model_name,irt_ability
local-cnn_wer_ft-True_sub-False_t9_numLayers-5_numFilters-16_difficultTime-Constant,-0.8334314227104187
local-lstm_wer_ft-True_sub-False_t3_numLstmLayers-1_lstmNodes-64_difficultTime-Constant,4.42051887512207
local-lstm_wer_ft-True_sub-False_t7_numLstmLayers-2_lstmNodes-64_difficultTime-Constant,4.036966800689697
local-lstm_wer_ft-True_sub-False_t9_numLstmLayers-3_lstmNodes-32_difficultTime-Constant,3.9366562366485596
xlm-roberta-base-uncased-all-english_wer_ft-True_sub-False_t3_learningRate-3e-06_difficultTime-Constant,-0.08069328963756561
local-lstm_wer_ft-True_sub-False_t11_numLstmLayers-3_lstmNodes-64_difficultTime-Constant,3.3830442428588867
local-ffn_wer_ft-True_sub-False_t11_numLayers-5_layerNodes-128_difficultTime-Constant,1.5951318740844727
local-cnn_wer_ft-True_sub-False_t1_numLayers-1_numFilters-16_difficultTime-Constant,1.8491251468658447
local-lstm_wer_ft-True_sub-False_t5_numLstmLayers-2_lstmNodes-32_difficultTime-Constant,4.197970390319824
local-lstm_wer_ft-True_sub-False_t1_numLstmLayers-1_lstmNodes-32_difficultTime-Constant,4.428179740905762
bert-base-uncased_wer_ft-True_sub-False_t3_learningRate-3e-06_difficultTime-Constant,-1.1719917058944702
local-cnn_wer_ft-True_sub-False_t3_numLayers-1_numFilters-32_difficultTime-Constant,5.3148722648620605
local-ffn_wer_ft-True_sub-False_t5_numLayers-3_layerNodes-64_difficultTime-Constant,3.0762948989868164
local-ffn_wer_ft-True_sub-False_t7_numLayers-3_layerNodes-128_difficultTime-Constant,4.578719615936279
local-cnn_wer_ft-True_sub-False_t11_numLayers-5_numFilters-32_difficultTime-Constant,-0.7574849724769592
local-ffn_wer_ft-True_sub-False_t1_numLayers-1_layerNodes-64_difficultTime-Constant,7.2765326499938965
local-cnn_wer_ft-True_sub-False_t7_numLayers-3_numFilters-32_difficultTime-Constant,-0.7272390723228455
bert-base-uncased_wer_ft-True_sub-False_t1_learningRate-3e-05_difficultTime-Constant,4.309945106506348
local-ffn_wer_ft-True_sub-False_t3_numLayers-1_layerNodes-128_difficultTime-Constant,8.61389446258545
local-cnn_wer_ft-True_sub-False_t5_numLayers-3_numFilters-16_difficultTime-Constant,-0.543432354927063
xlm-roberta-base-uncased-all-english_wer_ft-True_sub-False_t1_learningRate-3e-05_difficultTime-Constant,3.3716912269592285
local-ffn_wer_ft-True_sub-False_t9_numLayers-5_layerNodes-64_difficultTime-Constant,1.0862767696380615
