model_name,irt_ability
local-ffn_Numeracy_ft-True_sub-False_t8_numLayers-5_layerNodes-64_difficultTime-None,0.40158170461654663
local-lstm_Numeracy_ft-True_sub-False_t8_numLstmLayers-3_lstmNodes-32_difficultTime-None,4.498556137084961
local-ffn_Numeracy_ft-True_sub-False_t0_numLayers-1_layerNodes-64_difficultTime-None,10.909926414489746
local-lstm_Numeracy_ft-True_sub-False_t0_numLstmLayers-1_lstmNodes-32_difficultTime-None,4.783018112182617
xlm-roberta-base-uncased-all-english_Numeracy_ft-True_sub-False_t2_learningRate-3e-06_difficultTime-None,0.7996634840965271
local-cnn_Numeracy_ft-True_sub-False_t6_numLayers-3_numFilters-32_difficultTime-None,0.4014185070991516
local-lstm_Numeracy_ft-True_sub-False_t2_numLstmLayers-1_lstmNodes-64_difficultTime-None,4.486383438110352
local-ffn_Numeracy_ft-True_sub-False_t2_numLayers-1_layerNodes-128_difficultTime-None,13.934202194213867
local-cnn_Numeracy_ft-True_sub-False_t8_numLayers-5_numFilters-16_difficultTime-None,0.41475313901901245
local-ffn_Numeracy_ft-True_sub-False_t10_numLayers-5_layerNodes-128_difficultTime-None,2.327397584915161
bert-base-uncased_Numeracy_ft-True_sub-False_t2_learningRate-3e-06_difficultTime-None,-0.13218289613723755
local-cnn_Numeracy_ft-True_sub-False_t0_numLayers-1_numFilters-16_difficultTime-None,4.697673320770264
local-cnn_Numeracy_ft-True_sub-False_t2_numLayers-1_numFilters-32_difficultTime-None,6.274163246154785
xlm-roberta-base-uncased-all-english_Numeracy_ft-True_sub-False_t0_learningRate-3e-05_difficultTime-None,8.198745727539062
local-ffn_Numeracy_ft-True_sub-False_t6_numLayers-3_layerNodes-128_difficultTime-None,6.843959331512451
local-lstm_Numeracy_ft-True_sub-False_t10_numLstmLayers-3_lstmNodes-64_difficultTime-None,4.217397689819336
local-lstm_Numeracy_ft-True_sub-False_t4_numLstmLayers-2_lstmNodes-32_difficultTime-None,5.0095601081848145
local-cnn_Numeracy_ft-True_sub-False_t4_numLayers-3_numFilters-16_difficultTime-None,0.4416261613368988
local-cnn_Numeracy_ft-True_sub-False_t10_numLayers-5_numFilters-32_difficultTime-None,0.32331791520118713
bert-base-uncased_Numeracy_ft-True_sub-False_t0_learningRate-3e-05_difficultTime-None,9.994048118591309
local-ffn_Numeracy_ft-True_sub-False_t4_numLayers-3_layerNodes-64_difficultTime-None,5.346464157104492
local-lstm_Numeracy_ft-True_sub-False_t6_numLstmLayers-2_lstmNodes-64_difficultTime-None,4.2371134757995605
