model_name,irt_ability
local-lstm_Anxiety_ft-True_sub-False_t9_numLstmLayers-3_lstmNodes-32_difficultTime-Constant,2.4639270305633545
local-cnn_Anxiety_ft-True_sub-False_t3_numLayers-1_numFilters-32_difficultTime-Constant,3.602191209793091
xlm-roberta-base-uncased-all-english_Anxiety_ft-True_sub-False_t1_learningRate-3e-05_difficultTime-Constant,5.545414924621582
local-lstm_Anxiety_ft-True_sub-False_t3_numLstmLayers-1_lstmNodes-64_difficultTime-Constant,3.053973913192749
local-ffn_Anxiety_ft-True_sub-False_t9_numLayers-5_layerNodes-64_difficultTime-Constant,0.8404566049575806
local-cnn_Anxiety_ft-True_sub-False_t1_numLayers-1_numFilters-16_difficultTime-Constant,2.4796178340911865
local-lstm_Anxiety_ft-True_sub-False_t7_numLstmLayers-2_lstmNodes-64_difficultTime-Constant,3.1485366821289062
bert-base-uncased_Anxiety_ft-True_sub-False_t3_learningRate-3e-06_difficultTime-Constant,-0.5491341948509216
local-ffn_Anxiety_ft-True_sub-False_t11_numLayers-5_layerNodes-128_difficultTime-Constant,1.5728342533111572
local-lstm_Anxiety_ft-True_sub-False_t11_numLstmLayers-3_lstmNodes-64_difficultTime-Constant,2.5147674083709717
local-lstm_Anxiety_ft-True_sub-False_t5_numLstmLayers-2_lstmNodes-32_difficultTime-Constant,2.3381874561309814
local-lstm_Anxiety_ft-True_sub-False_t1_numLstmLayers-1_lstmNodes-32_difficultTime-Constant,3.0530073642730713
local-ffn_Anxiety_ft-True_sub-False_t3_numLayers-1_layerNodes-128_difficultTime-Constant,8.573272705078125
local-ffn_Anxiety_ft-True_sub-False_t1_numLayers-1_layerNodes-64_difficultTime-Constant,6.861400604248047
local-cnn_Anxiety_ft-True_sub-False_t9_numLayers-5_numFilters-16_difficultTime-Constant,-0.4913659989833832
local-ffn_Anxiety_ft-True_sub-False_t5_numLayers-3_layerNodes-64_difficultTime-Constant,2.9518394470214844
local-ffn_Anxiety_ft-True_sub-False_t7_numLayers-3_layerNodes-128_difficultTime-Constant,3.748678684234619
bert-base-uncased_Anxiety_ft-True_sub-False_t1_learningRate-3e-05_difficultTime-Constant,5.897569179534912
local-cnn_Anxiety_ft-True_sub-False_t5_numLayers-3_numFilters-16_difficultTime-Constant,0.40996044874191284
xlm-roberta-base-uncased-all-english_Anxiety_ft-True_sub-False_t3_learningRate-3e-06_difficultTime-Constant,-0.29317355155944824
local-cnn_Anxiety_ft-True_sub-False_t11_numLayers-5_numFilters-32_difficultTime-Constant,-0.4399430751800537
local-cnn_Anxiety_ft-True_sub-False_t7_numLayers-3_numFilters-32_difficultTime-Constant,-0.3917902112007141
