model_name,irt_ability
xlm-roberta-base-uncased-all-english_SubjectiveLit_ft-True_sub-False_t3_learningRate-3e-06_difficultTime-Constant,-0.40554511547088623
local-lstm_SubjectiveLit_ft-True_sub-False_t5_numLstmLayers-2_lstmNodes-32_difficultTime-Constant,2.109764337539673
local-ffn_SubjectiveLit_ft-True_sub-False_t5_numLayers-3_layerNodes-64_difficultTime-Constant,2.7084577083587646
local-ffn_SubjectiveLit_ft-True_sub-False_t11_numLayers-5_layerNodes-128_difficultTime-Constant,-0.5686725974082947
local-lstm_SubjectiveLit_ft-True_sub-False_t1_numLstmLayers-1_lstmNodes-32_difficultTime-Constant,1.871086597442627
local-cnn_SubjectiveLit_ft-True_sub-False_t7_numLayers-3_numFilters-32_difficultTime-Constant,-0.30450987815856934
local-cnn_SubjectiveLit_ft-True_sub-False_t11_numLayers-5_numFilters-32_difficultTime-Constant,-0.5466185808181763
local-lstm_SubjectiveLit_ft-True_sub-False_t9_numLstmLayers-3_lstmNodes-32_difficultTime-Constant,1.9678434133529663
local-lstm_SubjectiveLit_ft-True_sub-False_t3_numLstmLayers-1_lstmNodes-64_difficultTime-Constant,1.9765287637710571
local-ffn_SubjectiveLit_ft-True_sub-False_t3_numLayers-1_layerNodes-128_difficultTime-Constant,7.68096399307251
local-lstm_SubjectiveLit_ft-True_sub-False_t7_numLstmLayers-2_lstmNodes-64_difficultTime-Constant,1.4962904453277588
bert-base-uncased_SubjectiveLit_ft-True_sub-False_t1_learningRate-3e-05_difficultTime-Constant,5.058121204376221
local-cnn_SubjectiveLit_ft-True_sub-False_t5_numLayers-3_numFilters-16_difficultTime-Constant,-0.41405439376831055
local-ffn_SubjectiveLit_ft-True_sub-False_t9_numLayers-5_layerNodes-64_difficultTime-Constant,-0.4305441975593567
local-cnn_SubjectiveLit_ft-True_sub-False_t1_numLayers-1_numFilters-16_difficultTime-Constant,1.9377527236938477
bert-base-uncased_SubjectiveLit_ft-True_sub-False_t3_learningRate-3e-06_difficultTime-Constant,-0.41311827301979065
local-ffn_SubjectiveLit_ft-True_sub-False_t7_numLayers-3_layerNodes-128_difficultTime-Constant,3.2454874515533447
local-cnn_SubjectiveLit_ft-True_sub-False_t3_numLayers-1_numFilters-32_difficultTime-Constant,3.011103868484497
local-cnn_SubjectiveLit_ft-True_sub-False_t9_numLayers-5_numFilters-16_difficultTime-Constant,-0.588158369064331
xlm-roberta-base-uncased-all-english_SubjectiveLit_ft-True_sub-False_t1_learningRate-3e-05_difficultTime-Constant,2.8124032020568848
local-ffn_SubjectiveLit_ft-True_sub-False_t1_numLayers-1_layerNodes-64_difficultTime-Constant,6.9692301750183105
local-lstm_SubjectiveLit_ft-True_sub-False_t11_numLstmLayers-3_lstmNodes-64_difficultTime-Constant,1.7909637689590454
