model_name,irt_ability
local-ffn_TrustPhys_ft-True_sub-False_t5_numLayers-3_layerNodes-64_difficultTime-Constant,2.3825769424438477
local-cnn_TrustPhys_ft-True_sub-False_t7_numLayers-3_numFilters-32_difficultTime-Constant,-0.16861146688461304
xlm-roberta-base-uncased-all-english_TrustPhys_ft-True_sub-False_t3_learningRate-3e-06_difficultTime-Constant,-0.7639321684837341
local-cnn_TrustPhys_ft-True_sub-False_t5_numLayers-3_numFilters-16_difficultTime-Constant,-0.7872481346130371
local-lstm_TrustPhys_ft-True_sub-False_t11_numLstmLayers-3_lstmNodes-64_difficultTime-Constant,2.204542398452759
bert-base-uncased_TrustPhys_ft-True_sub-False_t3_learningRate-3e-06_difficultTime-Constant,-0.9266517162322998
local-ffn_TrustPhys_ft-True_sub-False_t7_numLayers-3_layerNodes-128_difficultTime-Constant,3.403897285461426
local-ffn_TrustPhys_ft-True_sub-False_t11_numLayers-5_layerNodes-128_difficultTime-Constant,0.11328586935997009
local-cnn_TrustPhys_ft-True_sub-False_t9_numLayers-5_numFilters-16_difficultTime-Constant,-0.808742105960846
local-lstm_TrustPhys_ft-True_sub-False_t9_numLstmLayers-3_lstmNodes-32_difficultTime-Constant,2.156283378601074
local-lstm_TrustPhys_ft-True_sub-False_t7_numLstmLayers-2_lstmNodes-64_difficultTime-Constant,2.657531499862671
local-lstm_TrustPhys_ft-True_sub-False_t3_numLstmLayers-1_lstmNodes-64_difficultTime-Constant,2.153510332107544
bert-base-uncased_TrustPhys_ft-True_sub-False_t1_learningRate-3e-05_difficultTime-Constant,4.092660427093506
local-ffn_TrustPhys_ft-True_sub-False_t3_numLayers-1_layerNodes-128_difficultTime-Constant,9.707144737243652
local-ffn_TrustPhys_ft-True_sub-False_t9_numLayers-5_layerNodes-64_difficultTime-Constant,-0.6257405281066895
local-cnn_TrustPhys_ft-True_sub-False_t11_numLayers-5_numFilters-32_difficultTime-Constant,-0.7705727815628052
local-cnn_TrustPhys_ft-True_sub-False_t1_numLayers-1_numFilters-16_difficultTime-Constant,2.5334503650665283
local-cnn_TrustPhys_ft-True_sub-False_t3_numLayers-1_numFilters-32_difficultTime-Constant,3.297727346420288
local-lstm_TrustPhys_ft-True_sub-False_t1_numLstmLayers-1_lstmNodes-32_difficultTime-Constant,1.9733983278274536
xlm-roberta-base-uncased-all-english_TrustPhys_ft-True_sub-False_t1_learningRate-3e-05_difficultTime-Constant,4.321506023406982
local-ffn_TrustPhys_ft-True_sub-False_t1_numLayers-1_layerNodes-64_difficultTime-Constant,6.707524299621582
local-lstm_TrustPhys_ft-True_sub-False_t5_numLstmLayers-2_lstmNodes-32_difficultTime-Constant,1.9902501106262207
